instname,state,academicyear,tuitionfee02_tf,minimum_wage
Bloomsburg University of Pennsylvania,PA,1997,4162.0,5.15
Bloomsburg University of Pennsylvania,PA,1998,4277.0,5.15
Bloomsburg University of Pennsylvania,PA,1999,4277.0,5.15
Bloomsburg University of Pennsylvania,PA,2000,4455.0,5.15
Bloomsburg University of Pennsylvania,PA,2001,4668.0,5.15
Bloomsburg University of Pennsylvania,PA,2002,4992.0,5.15
Bloomsburg University of Pennsylvania,PA,2003,5550.0,5.15
Bloomsburg University of Pennsylvania,PA,2004,5844.0,5.15
Bloomsburg University of Pennsylvania,PA,2005,6089.0,5.15
Bloomsburg University of Pennsylvania,PA,2006,6226.0,5.15
Bloomsburg University of Pennsylvania,PA,2007,6412.0,5.85
Bloomsburg University of Pennsylvania,PA,2008,6623.0,6.55
Bloomsburg University of Pennsylvania,PA,2009,6848.0,7.25
Bloomsburg University of Pennsylvania,PA,2010,7110.0,7.25
Bluefield State College,WV,1987,890.0,3.35
Bluefield State College,WV,1988,920.0,3.35
Bluefield State College,WV,1989,890.0,3.35
Bluefield State College,WV,1990,1176.0,3.8
Bluefield State College,WV,1991,1281.79089355469,4.25
Bluefield State College,WV,1992,1454.0,4.25
Bluefield State College,WV,1993,1729.0,4.25
Bluefield State College,WV,1994,1832.0,4.25
Bluefield State College,WV,1995,1856.0,4.25
Bluefield State College,WV,1996,1916.0,4.75
Bluefield State College,WV,1997,2000.0,5.15
Bluefield State College,WV,1998,2044.0,5.15
Bluefield State College,WV,1999,2110.0,5.15
Bluefield State College,WV,2000,2178.0,5.15
Bluefield State College,WV,2001,2220.5986328125,5.15
Bluefield State College,WV,2002,2288.0,5.15
Bluefield State College,WV,2003,2598.0,5.15
Bluefield State College,WV,2004,2806.0,5.15
Bluefield State College,WV,2005,3114.0,5.15
Bluefield State College,WV,2006,3410.0,5.15
Bluefield State College,WV,2007,3648.0,5.85
Bluefield State College,WV,2008,3984.0,6.55
Bluefield State College,WV,2009,4272.0,7.25
Bluefield State College,WV,2010,4596.0,7.25
Boise State University,ID,1987,1058.0,3.35
Boise State University,ID,1988,1098.0,3.35
Boise State University,ID,1989,1098.0,3.35
Boise State University,ID,1990,1180.0,3.8
Boise State University,ID,1991,1244.0,4.25
Boise State University,ID,1992,1304.0,4.25
Boise State University,ID,1993,1518.0,4.25
Boise State University,ID,1994,1518.0,4.25
Boise State University,ID,1995,1716.0,4.25
Boise State University,ID,1996,1876.0,4.75
Boise State University,ID,1997,2104.0,5.15
Boise State University,ID,1998,2294.0,5.15
Boise State University,ID,1999,2472.0,5.15
Boise State University,ID,2000,2294.0,5.15
Boise State University,ID,2001,2450.0,5.15
Boise State University,ID,2002,2665.0,5.15
Boise State University,ID,2003,2984.0,5.15
Boise State University,ID,2004,3251.0,5.15
Boise State University,ID,2005,3520.0,5.15
Boise State University,ID,2006,3872.0,5.15
Boise State University,ID,2007,4154.0,5.85
Boise State University,ID,2008,4409.0,6.55
Boise State University,ID,2009,4632.0,7.25
Boise State University,ID,2010,4864.0,7.25
Bowie State University,MD,1987,1683.0,3.35
Bowie State University,MD,1988,1787.0,3.35
Bowie State University,MD,1989,1869.0,3.35
Bowie State University,MD,1990,1991.0,3.8
Bowie State University,MD,1991,2125.0,4.25
Bowie State University,MD,1992,2254.0,4.25
Bowie State University,MD,1993,2514.0,4.25
Bowie State University,MD,1994,2736.0,4.25
Bowie State University,MD,1995,2814.0,4.25
Bowie State University,MD,1996,3019.0,4.75
Bowie State University,MD,1997,3103.0,5.15
Bowie State University,MD,1998,3357.0,5.15
Bowie State University,MD,1999,3467.0,5.15
Bowie State University,MD,2000,3664.0,5.15
Bowie State University,MD,2001,3777.0,5.15
Bowie State University,MD,2002,3782.0,5.15
Bowie State University,MD,2003,3943.0,5.15
Bowie State University,MD,2004,4722.0,5.15
Bowie State University,MD,2005,5218.0,5.15
Bowie State University,MD,2006,5481.0,5.15
Bowie State University,MD,2007,5730.0,5.85
Bowie State University,MD,2008,5939.0,6.55
Bowie State University,MD,2009,6005.0,7.25
Bowie State University,MD,2010,6039.0,7.25
Bowling Green State University-Main Campus,OH,1987,2028.0,3.35
Bowling Green State University-Main Campus,OH,1988,2208.0,3.35
Bowling Green State University-Main Campus,OH,1989,2405.45385742188,3.35
Bowling Green State University-Main Campus,OH,1990,2644.0,3.8
Bowling Green State University-Main Campus,OH,1991,2785.12060546875,4.25
Bowling Green State University-Main Campus,OH,1992,3060.0,4.25
Bowling Green State University-Main Campus,OH,1993,3303.57446289063,4.25
Bowling Green State University-Main Campus,OH,1994,3553.0,4.25
Bowling Green State University-Main Campus,OH,1995,3760.48657226563,4.25
Bowling Green State University-Main Campus,OH,1996,3954.0,4.75
Bowling Green State University-Main Campus,OH,1997,4190.0,5.15
Bowling Green State University-Main Campus,OH,1998,4422.0,5.15
Bowling Green State University-Main Campus,OH,1999,4654.0,5.15
Bowling Green State University-Main Campus,OH,2000,4874.0,5.15
Bowling Green State University-Main Campus,OH,2001,5184.0,5.15
Bowling Green State University-Main Campus,OH,2002,5604.0,5.15
Bowling Green State University-Main Campus,OH,2003,6502.0,5.15
Bowling Green State University-Main Campus,OH,2004,7144.0,5.15
Bowling Green State University-Main Campus,OH,2005,8072.0,5.15
Bowling Green State University-Main Campus,OH,2006,8560.0,5.15
Bowling Green State University-Main Campus,OH,2007,9060.0,5.85
Bowling Green State University-Main Campus,OH,2008,9060.0,6.55
Bowling Green State University-Main Campus,OH,2009,9060.0,7.25
Bowling Green State University-Main Campus,OH,2010,9060.0,7.25
Bridgewater State College,MA,1987,1330.0,3.35
Bridgewater State College,MA,1988,1332.0,3.35
Bridgewater State College,MA,1989,1402.0,3.35
Bridgewater State College,MA,1990,1788.0,3.8
Bridgewater State College,MA,1991,2116.0,4.25
Bridgewater State College,MA,1992,2882.0,4.25
Bridgewater State College,MA,1993,2952.0,4.25
Bridgewater State College,MA,1994,3373.0,4.25
Bridgewater State College,MA,1995,3422.0,4.25
Bridgewater State College,MA,1996,3462.0,4.75
Bridgewater State College,MA,1997,3392.0,5.15
Bridgewater State College,MA,1998,3324.0,5.15
Bridgewater State College,MA,1999,3134.0,5.15
Bridgewater State College,MA,2000,3214.0,5.15
Bridgewater State College,MA,2001,2954.0,5.15
Bridgewater State College,MA,2002,2823.0,5.15
Bridgewater State College,MA,2003,3735.0,5.15
Bridgewater State College,MA,2004,4390.0,5.15
Bridgewater State College,MA,2005,5296.0,5.15
Bridgewater State College,MA,2006,5506.0,5.15
Bridgewater State College,MA,2007,5866.0,5.85
Bridgewater State College,MA,2008,6033.0,6.55
Bridgewater State College,MA,2009,6237.0,7.25
Bridgewater State College,MA,2010,6603.0,7.25
CORNELL UNIVERSITY-NY STATE STATUTORY COLLEGES,NY,1990,5609.0,3.8
CORNELL UNIVERSITY-NY STATE STATUTORY COLLEGES,NY,1992,6494.0,4.25
CORNELL UNIVERSITY-NY STATE STATUTORY COLLEGES,NY,1993,7056.0,4.25
CORNELL UNIVERSITY-NY STATE STATUTORY COLLEGES,NY,1994,7426.0,4.25
CORNELL UNIVERSITY-NY STATE STATUTORY COLLEGES,NY,1995,7806.0,4.25
CORNELL UNIVERSITY-NY STATE STATUTORY COLLEGES,NY,1996,8556.0,4.75
CORNELL UNIVERSITY-NY STATE STATUTORY COLLEGES,NY,1997,9124.0,5.15
CORNELL UNIVERSITY-NY STATE STATUTORY COLLEGES,NY,1998,9374.0,5.15
CORNELL UNIVERSITY-NY STATE STATUTORY COLLEGES,NY,1999,9938.0,5.15
CORNELL UNIVERSITY-NY STATE STATUTORY COLLEGES,NY,2000,10418.0,5.15
CORNELL UNIVERSITY-NY STATE STATUTORY COLLEGES,NY,2001,10920.0,5.15
CORNELL UNIVERSITY-NY STATE STATUTORY COLLEGES,NY,2002,12062.0,5.15
CORNELL UNIVERSITY-NY STATE STATUTORY COLLEGES,NY,2003,13274.0,5.15
CUNY City College,NY,1987,1332.0,3.35
CUNY City College,NY,1988,1332.0,3.35
CUNY City College,NY,1989,1344.0,3.35
CUNY City College,NY,1990,1344.0,3.8
CUNY City College,NY,1991,1654.55334472656,4.25
CUNY City College,NY,1992,1945.0,4.25
CUNY City College,NY,1993,2547.0,4.25
CUNY City College,NY,1994,2547.0,4.25
CUNY City College,NY,1995,2549.0,4.25
CUNY City College,NY,1996,3304.0,4.75
CUNY City College,NY,1997,3309.0,5.15
CUNY City College,NY,1998,3309.0,5.15
CUNY City College,NY,1999,3309.0,5.15
CUNY City College,NY,2000,3309.0,5.15
CUNY City College,NY,2001,3309.0,5.15
CUNY City College,NY,2002,3309.0,5.15
CUNY City College,NY,2003,3459.0,5.15
CUNY City College,NY,2004,4259.0,5.15
CUNY City College,NY,2005,4259.0,5.15
CUNY City College,NY,2006,4279.0,5.15
CUNY City College,NY,2007,4279.0,5.85
CUNY City College,NY,2008,4279.0,6.55
CUNY City College,NY,2009,4329.0,7.25
CUNY City College,NY,2010,4929.0,7.25
California Maritime Academy,CA,1987,1094.0,3.35
California Maritime Academy,CA,1988,1033.0,3.35
California Maritime Academy,CA,1989,1111.0,3.35
California Maritime Academy,CA,1990,1254.78662109375,3.8
California Maritime Academy,CA,1991,1310.0,4.25
California Maritime Academy,CA,1992,1565.0,4.25
California Maritime Academy,CA,1993,1976.0,4.25
California Maritime Academy,CA,1994,2548.0,4.25
California Maritime Academy,CA,1995,2700.0,4.25
California Maritime Academy,CA,1996,2288.0,4.75
California Maritime Academy,CA,1997,2304.0,5.15
California Maritime Academy,CA,1998,2294.0,5.15
California Maritime Academy,CA,1999,2216.0,5.15
California Maritime Academy,CA,2000,2138.0,5.15
California Maritime Academy,CA,2001,2138.0,5.15
California Maritime Academy,CA,2002,2194.0,5.15
California Maritime Academy,CA,2003,2268.0,5.15
California Maritime Academy,CA,2004,2896.0,5.15
California Maritime Academy,CA,2005,3240.0,5.15
California Maritime Academy,CA,2006,3446.0,5.15
California Maritime Academy,CA,2007,3476.0,5.85
California Maritime Academy,CA,2008,3728.0,6.55
California Maritime Academy,CA,2009,4112.0,7.25
California Maritime Academy,CA,2010,5090.0,7.25
California Polytechnic State University-San Luis Obispo,CA,1987,774.0,3.35
California Polytechnic State University-San Luis Obispo,CA,1988,630.0,3.35
California Polytechnic State University-San Luis Obispo,CA,1989,925.0,3.35
California Polytechnic State University-San Luis Obispo,CA,1990,953.0,3.8
California Polytechnic State University-San Luis Obispo,CA,1991,1025.0,4.25
California Polytechnic State University-San Luis Obispo,CA,1992,936.0,4.25
California Polytechnic State University-San Luis Obispo,CA,1993,1616.0,4.25
California Polytechnic State University-San Luis Obispo,CA,1994,1674.0,4.25
California Polytechnic State University-San Luis Obispo,CA,1995,1853.0,4.25
California Polytechnic State University-San Luis Obispo,CA,1996,1891.0,4.75
California Polytechnic State University-San Luis Obispo,CA,1997,1935.0,5.15
California Polytechnic State University-San Luis Obispo,CA,1998,2228.0,5.15
California Polytechnic State University-San Luis Obispo,CA,1999,2204.0,5.15
California Polytechnic State University-San Luis Obispo,CA,2000,2129.0,5.15
California Polytechnic State University-San Luis Obispo,CA,2001,2129.0,5.15
California Polytechnic State University-San Luis Obispo,CA,2002,2169.0,5.15
California Polytechnic State University-San Luis Obispo,CA,2003,2832.0,5.15
California Polytechnic State University-San Luis Obispo,CA,2004,3508.0,5.15
California Polytechnic State University-San Luis Obispo,CA,2005,3974.0,5.15
California Polytechnic State University-San Luis Obispo,CA,2006,4245.0,5.15
California Polytechnic State University-San Luis Obispo,CA,2007,4349.0,5.85
California Polytechnic State University-San Luis Obispo,CA,2008,4689.0,6.55
California Polytechnic State University-San Luis Obispo,CA,2009,5043.0,7.25
California Polytechnic State University-San Luis Obispo,CA,2010,6498.0,7.25
California State Polytechnic University-Pomona,CA,1987,645.0,3.35
California State Polytechnic University-Pomona,CA,1988,706.0,3.35
California State Polytechnic University-Pomona,CA,1989,760.0,3.35
California State Polytechnic University-Pomona,CA,1990,784.0,3.8
California State Polytechnic University-Pomona,CA,1991,856.0,4.25
California State Polytechnic University-Pomona,CA,1992,936.0,4.25
California State Polytechnic University-Pomona,CA,1993,1384.0,4.25
California State Polytechnic University-Pomona,CA,1994,1674.0,4.25
California State Polytechnic University-Pomona,CA,1995,1853.0,4.25
California State Polytechnic University-Pomona,CA,1996,1891.0,4.75
California State Polytechnic University-Pomona,CA,1997,1935.0,5.15
California State Polytechnic University-Pomona,CA,1998,1903.0,5.15
California State Polytechnic University-Pomona,CA,1999,1855.0,5.15
California State Polytechnic University-Pomona,CA,2000,1777.0,5.15
California State Polytechnic University-Pomona,CA,2001,1795.0,5.15
California State Polytechnic University-Pomona,CA,2002,1795.0,5.15
California State Polytechnic University-Pomona,CA,2003,1795.0,5.15
California State Polytechnic University-Pomona,CA,2004,2500.0,5.15
California State Polytechnic University-Pomona,CA,2005,2811.0,5.15
California State Polytechnic University-Pomona,CA,2006,3006.0,5.15
California State Polytechnic University-Pomona,CA,2007,3015.0,5.85
California State Polytechnic University-Pomona,CA,2008,3278.0,6.55
California State Polytechnic University-Pomona,CA,2009,3564.0,7.25
California State Polytechnic University-Pomona,CA,2010,4551.0,7.25
California State University-Bakersfield,CA,1987,215.0,3.35
California State University-Bakersfield,CA,1988,734.0,3.35
California State University-Bakersfield,CA,1989,795.0,3.35
California State University-Bakersfield,CA,1990,828.0,3.8
California State University-Bakersfield,CA,1991,908.0,4.25
California State University-Bakersfield,CA,1992,936.0,4.25
California State University-Bakersfield,CA,1993,1444.0,4.25
California State University-Bakersfield,CA,1994,1674.0,4.25
California State University-Bakersfield,CA,1995,1853.0,4.25
California State University-Bakersfield,CA,1996,1891.0,4.75
California State University-Bakersfield,CA,1997,1935.0,5.15
California State University-Bakersfield,CA,1998,1951.0,5.15
California State University-Bakersfield,CA,1999,1873.0,5.15
California State University-Bakersfield,CA,2000,1795.0,5.15
California State University-Bakersfield,CA,2001,1795.0,5.15
California State University-Bakersfield,CA,2002,1801.0,5.15
California State University-Bakersfield,CA,2003,1801.0,5.15
California State University-Bakersfield,CA,2004,2419.0,5.15
California State University-Bakersfield,CA,2005,2707.0,5.15
California State University-Bakersfield,CA,2006,3318.0,5.15
California State University-Bakersfield,CA,2007,3387.0,5.85
California State University-Bakersfield,CA,2008,3714.0,6.55
California State University-Bakersfield,CA,2009,4077.0,7.25
California State University-Bakersfield,CA,2010,5091.0,7.25
California State University-Channel Islands,CA,2003,1724.0,5.15
California State University-Channel Islands,CA,2004,2382.0,5.15
California State University-Channel Islands,CA,2005,2794.0,5.15
California State University-Channel Islands,CA,2006,2980.0,5.15
California State University-Channel Islands,CA,2007,2980.0,5.85
California State University-Channel Islands,CA,2008,3452.0,6.55
California State University-Channel Islands,CA,2009,3758.0,7.25
California State University-Channel Islands,CA,2010,4881.0,7.25
California State University-Chico,CA,1987,697.0,3.35
California State University-Chico,CA,1988,754.0,3.35
California State University-Chico,CA,1989,808.0,3.35
California State University-Chico,CA,1990,842.0,3.8
California State University-Chico,CA,1991,914.0,4.25
California State University-Chico,CA,1992,936.0,4.25
California State University-Chico,CA,1993,1452.0,4.25
California State University-Chico,CA,1994,1674.0,4.25
California State University-Chico,CA,1995,1853.0,4.25
California State University-Chico,CA,1996,1891.0,4.75
California State University-Chico,CA,1997,1935.0,5.15
California State University-Chico,CA,1998,2076.0,5.15
California State University-Chico,CA,1999,2026.0,5.15
California State University-Chico,CA,2000,1990.0,5.15
California State University-Chico,CA,2001,2026.0,5.15
California State University-Chico,CA,2002,2070.0,5.15
California State University-Chico,CA,2003,2114.0,5.15
California State University-Chico,CA,2004,2796.0,5.15
California State University-Chico,CA,2005,3154.0,5.15
California State University-Chico,CA,2006,3370.0,5.15
California State University-Chico,CA,2007,3412.0,5.85
California State University-Chico,CA,2008,3690.0,6.55
California State University-Chico,CA,2009,4008.0,7.25
California State University-Chico,CA,2010,5336.0,7.25
California State University-Dominguez Hills,CA,1987,712.0,3.35
California State University-Dominguez Hills,CA,1988,712.0,3.35
California State University-Dominguez Hills,CA,1989,766.0,3.35
California State University-Dominguez Hills,CA,1990,790.0,3.8
California State University-Dominguez Hills,CA,1991,871.0,4.25
California State University-Dominguez Hills,CA,1992,936.0,4.25
California State University-Dominguez Hills,CA,1993,1399.0,4.25
California State University-Dominguez Hills,CA,1994,1674.0,4.25
California State University-Dominguez Hills,CA,1995,1853.0,4.25
California State University-Dominguez Hills,CA,1996,1891.0,4.75
California State University-Dominguez Hills,CA,1997,1935.0,5.15
California State University-Dominguez Hills,CA,1998,1791.0,5.15
California State University-Dominguez Hills,CA,1999,1748.0,5.15
California State University-Dominguez Hills,CA,2000,1735.0,5.15
California State University-Dominguez Hills,CA,2001,1735.0,5.15
California State University-Dominguez Hills,CA,2002,1825.0,5.15
California State University-Dominguez Hills,CA,2003,1845.0,5.15
California State University-Dominguez Hills,CA,2004,2483.0,5.15
California State University-Dominguez Hills,CA,2005,2771.0,5.15
California State University-Dominguez Hills,CA,2006,2991.0,5.15
California State University-Dominguez Hills,CA,2007,3011.0,5.85
California State University-Dominguez Hills,CA,2008,3377.0,6.55
California State University-Dominguez Hills,CA,2009,3663.0,7.25
California State University-Dominguez Hills,CA,2010,4645.0,7.25
California State University-East Bay,CA,1987,663.0,3.35
California State University-East Bay,CA,1988,720.0,3.35
California State University-East Bay,CA,1989,799.0,3.35
California State University-East Bay,CA,1990,823.0,3.8
